edad,nombre,nacionalidad
40,Rodrigo  Castro , argentina
58," LICENCIADO   PÉREZ, GASPAR   ",  uruguayo
21,Jose    Londoño   , argentno
41,benjamin   silva   ,  br   
58,"lópez,    agustin ",Chileno
27,"  SR. LONDOÑO, FRANCO ", uruguay
43,Lic. Cristobal  Pérez  , brasileño
36,"  fernández,    abel ",uy
65,"ALSINA,  MARTÍN    ",  --
28,maximo gonzález      ,Chileno
58,"   sr. castañeda,    julian  ", otros
26,   francisco marchet    ,  --
23,"Montoya, Jorge   ",  br   
47,"Sánchez,    Fidel    ", argentina
28,   cristobal   centenera    ,  uruguayo
23,gustavo   martínez       ,  uruguayo
25,señor    julio    guevara ,Uruguay
40,"Sr. Rodríguez, Pablo ", argentno
64,"García, Alexander  ",  uruguayo
64,"   fanon, thomas    ",  chi   
46,Gaspar    Lupo    , otros
64,  felipe   centenera   , Brasil
55,"nicastro,   gabriel      ", brasileño
34,"  PROF. GÓMEZ, THOMAS ",  uy   
22,   Sebastian Amenabar ,brazil
65,franco ramirez ,uy
56,gustavo gómez    , Brasil
49,"  gutierrez, leandro ",ar
64,   Julian Mendoza    ,ch
59, GABRIEL   GARCÍA    , chileno
26," rodríguez, emilio ", brasileño
31,"Martínez, Abel   ",otros
23,"  ing flores,  cristobal ",Chileno
56,"  Perez,   Victor       ", otros
18,jose   gutierrez    , Uruguayo
51,  ALONSO   GARCÍA , uruguay
23,"díaz,   alexis  ", otros
44,"contreras,   pablo   ",argentino
40,  Dr. juan pérez ,  uruguayo
37,daniel  perez , argentina
32,"señor  fanon, bastian    ", Uruguayo
39,   Doctor Sebastian Gómez  ,argentino
57,"   Lic.   Mango,  Nicolas  ",  chi   
47,diego   garcía ,  arg
51," ing. silva, tomas    ",uy
21,"  guevara,    esteban ",  uy   
47,lic.    joaquin martínez ,ch
23,martin riglos ,  arg
34,"casullo, juan ",  Otros 
39,"alsina, lucas ",  uy   
20,abel martínez ,  chileno
65,Dr. gustavo londoño ,Chileno
56,"Amenabar, Gaspar    ",  br   
35,   Dr. cristobal   fertuchelli ,  uruguayo
19,   Julio Centenera ,  --
48,"lópez, martin    ",ar
29,"   pérez, esteban ",otros
35, jose gonzález , otros
25,"Lic. muñoz,   federico  ", otros
30," Señor Sánchez, Emilio ",  --
38,"Aguirre, Gustavo ",argentino
51,javier   montoya       ,Uruguay
63,"rodríguez, gaspar ",otros
42,"Díaz,    Julio  ",  chileno
54,"lic.  fabricci, jose ", uruguay
62,Angel García , Uruguayo
59,Tomas Amenabar    ,  chileno
49,Rodolfo Martín    ,otros
35," licenciado fernández,   lucas    ",  uruguayo
61,doctor benjamin gómez ,  chi   
64," Lic.    Rodríguez, Alonso  ",otros
21,Amaro  Hernández  ,ch
64,"sánchez, damian   ", otros
57,jonás   contreras   , uruguay
20,Francisco   Alsina      ,Uruguay
50,"  Pérez,   Sebastian    ",  brasilero
40,"sepúlveda,    santiago    ",otros
44,Jose Mactas    ,  uy   
35, Benjamin   Licastro    ,brazil
59,"Rivadavia, Lucas    ", Uruguayo
49,"lópez, benjamin ",brazil
55,"gonzález, david   ",otros
21,  carlos perez ,  uy   
20,"SILVA,   ABEL   ", chilena
52,"   gómez,  rodrigo ",  uy   
27,rodrigo    hernández ,ar
43,   santiago   martínez     ,ch
23,carlos martín  ,brazil
43,agustin   alzate   , otros
53,jonás rodríguez ,Chileno
27, RENATO   GÓMEZ   ,brazil
55,"pérez, vicente ", Uruguayo
40,federico antonello     ,  arg
44,   cristian castañeda    ,  br   
53,"Montoya, Leandro ",  chileno
38,LEANDRO    LICASTRO    ,  chi   
41, abel gonzález ,Chileno
39,   IGNACIO GONZÁLEZ   ,otros
31," Ingeniero Amenabar,    Santiago ",Chileno
18,juan rodríguez       ,  arg
27,Lic. Daniel García    , Brasil
35,"sacado,  nicolas     ", uruguay
29,"García,  Martin ",  chileno
20, SEBASTIAN RIGLOS    ,uy
49,  mateo   casullo   ,  chileno
24,"  díaz, javier ", argentno
57,Lic.   matias aguirre    ,uy
29,"   Gutierrez, Carlos   ",  chi   
41,"garcía, jorge ", otros
19," RODRÍGUEZ, DIEGO  ",  uy   
52,"   Mactas,   Pablo ",uy
45,lic bruno castro ,  uy   
59,"  centenera,  carlos ",  uruguayo
40,"marchet, fidel ",Chileno
23,"FERNÁNDEZ,    MAXIMO    ", argentno
20,"lópez, gaspar  ", chileno
51,"MARTÍNEZ, JULIÁN ", brasileño
25,"Matas, Angel  ",Uruguay
22,"MENDOZA,  JOSE  ", brasileño
35,"perez, gabriel ",  arg
63,Licenciado   Martín Casullo   ,  --
61,"rodríguez, eric  ", Uruguayo
30,   ingeniero cristobal  lópez    ,  chileno
27,"cardona, thomas ",  uy   
22,"   Ramirez, Alexis ",Uruguay
60,fernando  ramirez ,  Otros 
32,Julio Rodríguez , brasileño
63,   ing. lucas lópez  ,  chileno
56," Señor Pérez, Gaspar ",  chileno
50,"   PÉREZ, LUCAS  ",--
31,luis lópez  ,--
58,   Maximiliano  Montoya ,brazil
51,angel riglos ,brazil
45,"   sacado,  pablo ",otros
30,"flores, mateo ", Uruguayo
56,   ESTEBAN   AGUIRRE , chileno
27,"  Fertuchelli,  Federico ",  --
50,"rivadavia, angel    ",  argentino   
24,martín  sánchez ,  brasilero
32,  Gaspar Mendoza , Brasil
56,"   MARTÍNEZ, EMILIO   ",uy
18,vicente alsina  ,  --
33, Alexis Contreras  , argentina
61,"   Castro, Carlos  ", Brasil
56,"ingeniero gonzalez, matias   ",ar
59,ALONSO CASTRO , chileno
37,franco   martínez    ,argentino
28,  francisco pérez    , uruguay
65, bruno sepúlveda       ,argentino
54,"  fernández, felipe ",Uruguay
46,martin    rodríguez  ,brasil
29,DR. SEBASTIAN CASTRO  , brasileño
35,prof. andrés    mendoza    , argentina
48,ABEL SACADO    , argentno
26,"   silva,   joaquin      ",  --
53,"pérez, alexander   ", uruguay
44,"   gonzález, camilo    ", argentno
64," MENDOZA, CRISTOBAL    ",  chi   
43,maximo  centenera    ,otros
48,  JORGE FLORES  ,  chileno
23,gaspar   gómez ,  argentino   
19,"Aguirre,    Damian ",  arg
31,"  Martínez, Carlos    ", chileno
39,"   viey,   juan  ",  --
26,  jorge    riglos , uruguay
22,jonás silva ,  chileno
61,Maximo  Aguirre ,ch
38,néstor  fertuchelli , Uruguayo
59, Lic. Emilio Flores  ,  uruguayo
36,  Ing. Jose   Nicastro    ,Chileno
26,Lic. Mateo Gómez , chileno
61," Ing. Rodríguez,  Camilo ", uruguay
34,Gaspar Sánchez  ,uy
23,   amaro sacado      , chilena
26,"Fertuchelli, Sebastian   ",argentino
29," Martín, Federico     ",  chi   
41,"MARCHET, SANTIAGO   ",  arg
33,"MACTAS, JULIÁN    ",argentino
47,camilo fabricci     , Brasil
56,"Sr.   Rodríguez, Martín   ",otros
36,   JOAQUIN FERNÁNDEZ ,argentino
30,"Nicastro, Gabriel   ",  br   
58,damian lupo , chilena
29,   javier aristizabal    ,argentino
62,"mendoza, juan    ", otros
40,"Ing. Muñoz, Néstor     ",  Otros 
36,"marchet, federico ", Brasil
44,"fabricci,    damian    ", otros
53,"martín,   angel ",Uruguay
51,"González,    David ",uy
39,"amenabar, matias ",ar
36,"prof. aguirre,   luis  ",  arg
35," Rodríguez, Julián  ",Uruguay
51,"   ROJAS, ERIC ",Uruguay
37,sr. javier lópez ,  br   
25,"Castañeda, David    ",  uruguayo
34,ing diego  cardona , uruguay
53,Maximiliano Matas ,  --
59,"   Díaz, Jose ", argentno
60,"Sepúlveda, Carlos ",ar
24,"  Aguirre,   Jose   ",brazil
57,cristian sánchez    ,ch
26,bastian   martínez , chileno
59,"LICASTRO,   FELIPE     ",  uy   
32,"Sánchez,    Renato   ",argentino
34,"LICENCIADO SÁNCHEZ, SEBASTIAN       ",  chi   
22,"   Dr.   Gonzalez, Jose   ",  br   
55,Lic. Vicente Fabricci   ,uy
47, DR. NICOLAS LÓPEZ ,  --
22,martin   fertuchelli    ,Uruguay
49, emilio fernández   , otros
61,   alexander    fernández    ,ar
63,"aguirre, fernando   ",  brasilero
47,   Amaro García , Brasil
24,"licastro,  juan  ", uruguay
19," amenabar,    luciano   ",brazil
50, emilio ramirez  ,--
61,MATIAS FABRICCI ,  arg
35,emilio    silva  ,  brasilero
19,Señor Pablo Fernández   ,ch
64,Jose Mendoza   , Uruguayo
56," FLORES,  MATIAS ",  chileno
58,  Bruno   Martínez ,  br   
19,gustavo  rivadavia ,otros
38,"casullo, javier      ",  chileno
26,"ing.   aristizabal,    pablo  ",Chileno
24,"muñoz, abel   ", brasileño
25,"Gutierrez, Francisco ",argentino
52,"martín, francisco    ",Uruguay
49,"garcía,    daniel ", uruguay
59,FRANCISCO    PÉREZ , chileno
57,sebastian castro ,  br   
45,   jose fertuchelli ,  argentino   
25,sr. amaro fernández    ,  Otros 
42,  señor santiago rodríguez  ,Uruguay
36,  Sr. Sebastian Rodríguez   ,  brasilero
38,licenciado david mactas  ,  chi   
59,maximiliano garcía   ,  arg
26,"  sr. marchet, julian  ",  argentino   
20,  Lic. Javier    García   ,brazil
41,IGNACIO CASULLO ,Chileno
50, jose díaz , brasileño
36,"  Lic.  Cardona, Martín      ",  Otros 
19,   Doctor    Julián Pérez ,Uruguay
36," González, Rodolfo    ",  chi   
55, Sr. Fidel    Pérez   ,uy
30,"López, Jonás ",Uruguay
47, Dr. Franco Martín    ,  arg
49,"martínez,   joaquin  ",ch
21,Cristobal Lupo  ,  br   
19,gustavo garcía ,  --
52,"  González, Eric    ", uruguay
41,"  sacado,  camilo      ",  brasilero
39,"Pérez,    Martin    ",  --
58, Gustavo López  ,  br   
31,"INGENIERO   PÉREZ,  LEANDRO    ",  arg
47,"  garcía, sebastian ",  argentino   
53,"SILVA, LUCAS  ", Brasil
19,"gonzález,   jonás ",Chileno
18,"   lópez, julio ",ar
43,lucas gonzalez ,  Otros 
20,sebastian  soto  ,  chi   
27,"   Gutierrez, Rodolfo ",ch
27,"centenera, renato   ", otros
38,licenciado emilio nicastro , argentno
43,"   gómez, andrés ",brazil
56,  juan    fanon   ,  arg
29,   Dr. martin castañeda   ,  argentino   
20,"pérez, maximiliano  ",  br   
21,"señor perez, luis   ",  arg
34,   matias fernández , Uruguayo
46,Cristobal   Castro ,  uy   
41," Rojas,    Juan   ", chileno
55,"   sánchez,   ernesto    ",ar
19,bastian rodríguez  ,  Otros 
64,"guevara, amaro ",  uy   
28," garcía, néstor      ", chileno
45,   MATIAS MARTÍNEZ    ,Uruguay
51,mateo flores ,Chileno
22,"  PEREZ, ALONSO ",ar
26,Dr. amaro lópez , argentno
65,"ALZATE,    GABRIEL  ",Chileno
40,"antonello,  jose    ",  brasilero
58,Bruno Martínez   ,  chi   
36,  bastian antonello ,Uruguay
59,   julian    sánchez     , Brasil
53,"gómez, julio ",  Otros 
58,Leandro García   ,  argentino   
63,"   fernández, benjamin ",  chileno
53,   CRISTIAN    MATAS     ,ch
52,Nicolas   Licastro      , chilena
42, Bruno  Rodríguez ,  chi   
58,Alexis Sepúlveda   ,ch
63,"sanchez,   sebastian ", argentno
36,DAMIAN CENTENERA  , Uruguayo
31,"antonello, rodolfo    ", brasileño
32,   gustavo martínez ,uy
39,"Alsina,  Luciano ",  uruguayo
35,   Lucas Mactas ,ar
25,"flores, nicolas ",  argentino   
47,JULIO DÍAZ ,ar
36, Francisco Alzate , Uruguayo
56,Gaspar   Pérez ,  --
53,"   Pérez,    Lucas ",  uruguayo
27,   david    sánchez ,  uy   
44,"doctor  licastro,    bruno    ",  Otros 
51,diego sánchez ,brasil
47,ERNESTO RIGLOS ,  chileno
18,tomas    lópez    , argentno
32,"Doctor Gómez, Bruno ",Uruguay
31,carlos hernández      , argentina
38,"   Mango, Camilo ",  --
22,"cardona, juan    ", chileno
41,  juan  sacado , Brasil
35, carlos  ramirez   ,  arg
32,"Fanon,  Jorge    ",Chileno
34,MARTIN SEPÚLVEDA   , Brasil
21,maximo   rodríguez    ,uy
60,"MARTÍNEZ, JUAN   ", argentina
63,santiago gonzález ,otros
57,"Ing. Martínez,    Mateo ", Brasil
27,"GONZÁLEZ,  GABRIEL    ",uy
36,"GÓMEZ,   PABLO    ",  uruguayo
33,"Dr. Viey,    Francisco ", uruguay
22,  JOSE   MATAS   , Uruguayo
34,"Sr. Fabricci, Joaquin   ", Brasil
52,"  Mango, Maximo   ",  br   
53,"Alzate,    Sebastian ",otros
47, Julián Rodríguez ,ch
39,"Londoño, Leandro ", brasileño
61,"Mendoza, Juan  ", uruguay
33,"casullo, nicolas   ",ar
51,Esteban García ,  uruguayo
33,"SÁNCHEZ,    RODOLFO  ",argentino
61,"  contreras,   alonso ",Uruguay
31," soto, julián    ",Uruguay
61,  Francisco Fertuchelli ,  chi   
29,"contreras, emilio ",  uruguayo
44," MARTÍNEZ,    RODRIGO     ",brasil
41,"señor garcía, amaro     ", argentina
23,Pablo Alsina    ,otros
37,rodolfo   pérez    , otros
48,"rivadavia, camilo ",--
62,sr. thomas   muñoz ,ar
22, Amaro  Contreras    ,Chileno
32,"  centenera, fernando       ",  br   
56,  SR. JORGE CASTAÑEDA ,ar
48,lic.  pablo sánchez , argentno
41, gaspar fernández    ,Chileno
55,Juan   López ,  brasilero
54,juan garcía ,uy
36,sebastian   centenera    , argentno
49,Esteban Montoya   ,brazil
18, nicolas sepúlveda      , argentina
31,DOCTOR CRISTOBAL SEPÚLVEDA ,ch
39," Martínez,  Néstor   ", chileno
27,FIDEL LONDOÑO , argentno
50,  Maximiliano Amenabar ,  chileno
65,"alzate,   martín    ",  Otros 
18,JUAN LUPO    ,Uruguay
62,"gómez, cristobal ", Uruguayo
65,Eric García   ,brazil
49,"   ramirez, thomas ",Uruguay
19,"  Contreras, Juan    ", chileno
43,"rivadavia,  ernesto   ",Uruguay
51,   victor gonzalez  ,  Otros 
36,  julián martínez    ,  arg
53,"Perez,   Jonás  ",brasil
28," gonzález, david    ",  brasilero
64,"licastro,  benjamin  ",  chi   
21," sr. rodríguez,   pablo ", chilena
37,juan martínez    , Uruguayo
53,renato martínez , chileno
40, licenciado    agustin muñoz  , Brasil
37,  licenciado fernando  gonzález    , argentina
32,"  Lic. gómez, pablo ", uruguay
35,"   licenciado sánchez,    esteban ",Chileno
22, jose gómez  , argentina
59," hernández,  damian   ",Uruguay
53,matias hernández , Brasil
22,"Sánchez,    Agustin ", argentina
32,"Sr.    Riglos,   Javier ", chileno
35,"centenera,  andrés  ", chilena
20,"  Montoya,   Mateo ",Uruguay
54,"Gómez, Benjamin ",argentino
43,"  castro,  damian ",  arg
56,"Díaz,    Damian    ", argentina
28,  Lic.    Ignacio González     , Brasil
40,"   lópez,   eric    ", uruguay
29,"lic. fabricci, martin      ",ar
43,VICENTE MACTAS   ,argentino
62,sebastian rivadavia    ,  Otros 
46,  jose mango ,argentino
62,"  Hernández,   Renato   ",  Otros 
40,"garcía,  julian    ",Uruguay
63,camilo londoño   ,--
26,luis martínez     ,brazil
33,"Doctor   Fanon, Renato ",  arg
24,"   rodríguez,   juan ",brazil
50,"   muñoz, victor ",  --
49,"  Riglos,   Federico ", uruguay
25,Licenciado   Angel   López    ,  --
61,  jose soto    ,ar
21,esteban    centenera ,brazil
61,"martínez, camilo ", Brasil
65,   Camilo   Matas   , argentno
53,   cristian  rivadavia    ,Chileno
32," Nicastro,  Angel ",Uruguay
26,"   lic orondo, andrés   ", uruguay
29, Damian González ,argentino
56,"mango,  andrés ",  uy   
20,matias garcía ,Chileno
51,martin    licastro  , Brasil
22,  Gabriel  Nicastro  ,  arg
24,"riglos, cristian  ",  Otros 
37,Fernando Martínez   ,argentino
27,daniel   fanon ,  argentino   
25,"Dr. Rivadavia, Esteban    ",  --
52,  señor pablo   pérez , chileno
63,Lic. jose gómez    , argentno
34,señor gabriel  lópez  , Brasil
55,"Martínez, Alonso ",  uy   
55,Gabriel Sacado ,  uruguayo
23,rodrigo   lópez ,otros
39,  lucas martínez , argentno
21,jorge alzate ,  brasilero
47,"Martínez, Alexis  ",uy
35,"   Guevara,    Sebastian    ", Uruguayo
39,"rodríguez,    lucas   ",  chi   
47,gustavo   rodríguez    ,otros
46,   julio sánchez   , Brasil
43,"antonello,  damian ", brasileño
58,"  INGENIERO SILVA, ERNESTO    ",  uruguayo
18,Licenciado   Sebastian  Montoya    ,  chileno
28,ingeniero  cristobal amenabar  , otros
58, IGNACIO   MARTÍNEZ  ,  chi   
20,"   Pérez,   Benjamin ", otros
55,"martín,  andrés ",ch
43,"muñoz, victor   ",  --
21,carlos guevara    ,  uruguayo
21,"Dr. rodríguez,  emilio ",ch
35,"RIGLOS, THOMAS    ",uy
18,BASTIAN GÓMEZ  , chilena
56,"rivadavia,    lucas ",  uruguayo
18,ing. pablo fernández    ,ch
51,"   Sanchez, Carlos ",  arg
25,fernando gómez    ,  br   
27,  Gaspar Nicastro , brasileño
60,"sánchez, agustin   ",  argentino   
48, Doctor Franco   Sánchez    ,--
19,benjamin   londoño   ,brazil
30,  Bruno Aristizabal ,ch
23,"Alsina,    Franco ", brasileño
30,"Martínez, Federico  ",--
33,"  ALZATE, MATIAS    ",  brasilero
30,  tomas martín , otros
54," CENTENERA, FIDEL    ",otros
38,lucas orondo ,otros
38,"aguirre,  alexis   ",uy
23,"   martínez,    vicente ", brasileño
42,  juan    nicastro  , chilena
49,"   antonello,   rodolfo ", Brasil
22,"lic nicastro, agustin   ",  arg
64, Bruno Muñoz ,brasil
40,licenciado   pablo    mango ,  uruguayo
44,   ERNESTO AGUIRRE ,  brasilero
39,Dr. rodrigo pérez   , argentina
55,"   perez, maximiliano   ",otros
54, julio casullo   ,ar
35,néstor   rodríguez  ,ar
48,"Dr. Fertuchelli, Sebastian ", Uruguayo
21,"gonzález,    juan    ",  br   
42,gabriel   rodríguez  ,ar
59,   EMILIO MARTÍN , brasileño
59, AMARO  CASULLO    ,ar
35,"Nicastro,    Julio  ",  uy   
23,"Rodríguez,    Andrés      ",  --
63,"LUPO,  MAXIMILIANO      ",uy
33,RODOLFO FLORES ,  argentino   
41,"  Rodríguez, Fidel ",  brasilero
40,"garcía, carlos  ",brasil
45,DOCTOR    JAVIER GUEVARA   ,  chi   
26,"Díaz, Bastian   ", otros
57,vicente perez   , Uruguayo
50,Sebastian  Fanon , chileno
45,"GONZALEZ, VICENTE    ", uruguay
22,Jonás Guevara  ,uy
56,"rodríguez, federico       ",  chileno
39,Lic. Sebastian   Casullo , argentina
63,Pablo Pérez  , chilena
32,  Santiago Contreras ,brasil
18,"Flores,  Julio   ",  brasilero
54,"   Pérez, Jose   ",  br   
41,thomas  aristizabal   , chilena
62,Julio    García      , argentno
24,vicente sacado    ,brasil
43,Thomas Sánchez ,brasil
62,Lic.   Tomas Londoño ,  uy   
25,"   montoya,   fidel ", otros
21,"gómez,    julian    ",brasil
46,agustin    fernández    ,Uruguay
60,"   ing.  martínez,   agustin ",  Otros 
61, Angel Aguirre , otros
41,"martínez, jose ", Brasil
47,"fernández,  julian    ", argentno
34,"   ing.    marchet,   franco   ",argentino
24," Riglos, Matias   ",  arg
52,lic. carlos matas    ,  --
30,"  rodríguez, julian   ",ch
52,Ing. Ernesto  Mactas    ,ar
57,doctor luciano gonzález    ,  Otros 
60,Mateo Marchet ,  chileno
24,"gonzález,  matias     ",Uruguay
49,Juan Díaz , argentno
56,   camilo martínez ,  argentino   
46,"   ARISTIZABAL, DANIEL      ",  chileno
49, BASTIAN CARDONA   ,  uruguayo
47,Ing. Cristian Muñoz   ,  uruguayo
51," Gómez,    Victor ", brasileño
26," Dr. Gómez, Vicente  ", chilena
39,javier    centenera  ,  Otros 
60, Francisco Rojas    ,brasil
23,"Lic    González,    Javier   ",ch
52,"nicastro, francisco   ", Uruguayo
35,"sacado, rodolfo  ", chileno
41,matias  gonzález ,  Otros 
19," Rodríguez, Alexis    ", otros
63,JORGE PÉREZ ,ar
65,Cristian Mango     , uruguay
41,"   gutierrez,   daniel ",  uy   
38, SEBASTIAN GÓMEZ      , chileno
31,"marchet, cristian     ",  brasilero
49,"doctor  gómez,  juan  ",ar
64,"   casullo, julio  ",uy
32,CRISTIAN GONZALEZ  ,  br   
54,"Lic. sánchez, néstor ",otros
55,"   perez, carlos ",  uy   
59,MATIAS FLORES       ,ch
42,  Luis Pérez , argentina
24,"   matas,    tomas    ", chileno
22,MAXIMO  NICASTRO  , argentina
58,   Sebastian   Castañeda  , uruguay
65,Ignacio  Martínez  ,Chileno
55,Alexis Gómez   ,Uruguay
19, gustavo   amenabar , chileno
33,gabriel amenabar   ,  argentino   
29,"garcía,  santiago ",  argentino   
26,Lic.    vicente garcía  ,brazil
42,"Montoya, Leandro ",  chi   
33,Jorge Centenera       ,ch
25,   Leandro    Nicastro    ,  chileno
62,Sr. Fidel   Rodríguez , uruguay
56," López, Abel   ", Brasil
49,"  lic sánchez, santiago ",  arg
32,pablo    alsina ,--
30," Lic.  fanon, angel  ",brazil
51,néstor   lópez    ,  uruguayo
35,doctor    nicolas    garcía  , chileno
65, Prof. Agustin  Gómez , chilena
38,"guevara,   sebastian ", brasileño
46,  DIEGO GONZÁLEZ  ,ch
18,"contreras,  abel ", argentina
19,"rojas, javier   ",Uruguay
35,"  sepúlveda,  leandro    ",--
33,  camilo garcía   , otros
42,  emilio amenabar ,  chileno
41,"Lupo, Carlos   ", Brasil
58,luis fertuchelli ,brazil
32, alexis castro ,  Otros 
23,CARLOS    AGUIRRE    ,brasil
53,agustin silva  ,Uruguay
57,alexander  licastro ,ch
62,"gonzález,   angel  ",  --
47,"  Sánchez, Vicente    ",  chi   
61,"Sánchez, Daniel  ", chilena
35,Matias    Martínez     , chilena
48,Maximo   Hernández  , argentina
18,"fertuchelli, amaro     ",  uy   
38," Contreras,  Fidel    ",  --
46,"mango, eric    ",brazil
45,"hernández, victor   ",  arg
63,"   Ing.  Antonello, Francisco ",  chileno
54,"López,    Agustin ",uy
45, lic. esteban aristizabal  ,  brasilero
42,Alonso   Fanon      ,  chi   
62,jorge   gómez   ,  Otros 
53,  LUIS   SÁNCHEZ  , Brasil
53,jose    aguirre      ,ch
39,  luciano alsina  ,brazil
39,   gabriel díaz , Uruguayo
26,cristobal sánchez  ,--
45,Carlos Soto ,Uruguay
30,"gómez,   leandro   ",  chi   
42,  fidel flores    ,uy
53,"GARCÍA,    LUCIANO ",uy
51,luis   gómez   ,  brasilero
23,"   MARCHET, JULIAN      ", argentina
58,carlos    mendoza       , Brasil
39,LUCAS SANCHEZ , Uruguayo
27,"rojas, esteban  ",uy
39,Pablo Mango  ,--
59, luciano licastro   , argentina
61,"castañeda, maximiliano    ", Brasil
19,Jorge   Rojas    ,  chi   
39,"lic castro, ernesto   ", Uruguayo
56,"   ing. antonello,    mateo ",  arg
35,"aristizabal,  gaspar ",brazil
29,   ERNESTO    GONZÁLEZ ,ar
41,ALONSO SÁNCHEZ   ,  Otros 
52,"Flores, Pablo ",Uruguay
52,"Antonello,   Néstor ", brasileño
23,carlos    fertuchelli    ,otros
22,Victor    Orondo   ,  uruguayo
32,"Casullo, David ",otros
30,"orondo, matias ", chileno
45,juan   martínez  ,  chi   
34,"montoya, jose    ",  arg
34," rojas, ignacio  ",brasil
38,"prof. amenabar, alonso  ",ch
23,Prof. David    Guevara   ,  brasilero
52,"   cardona, daniel ",argentino
19,"García,   Rodrigo    ",  chileno
34,"aguirre, martin ",  br   
24,eric   londoño   , Brasil
21,"mactas,    abel    ", brasileño
52," Londoño, Bruno ",ar
65,"MONTOYA,  BASTIAN    ",brasil
35,"Sanchez, Lucas    ",--
55,Agustin  Aguirre    ,  uruguayo
61,ingeniero agustin ramirez     ,  argentino   
19,Santiago Fanon    ,  uy   
62,JUAN  FABRICCI  ,  argentino   
53,"alsina,  maximiliano    ", argentina
55,ing ernesto alsina ,brasil
32,"  lic amenabar,  eric ",  brasilero
30,Carlos García ,  uruguayo
43,"Rodríguez,  Renato ", argentina
49,"prof. flores, sebastian ", uruguay
60,"Mactas, Julián ", otros
55, Alonso   Fabricci  , chilena
26,angel sánchez    ,Uruguay
57,   Amaro Pérez  ,--
64,"   sr.  díaz, jose ",  uruguayo
23,"marchet, camilo     ",  chi   
38,"díaz, gustavo  ",Uruguay
39,"   cardona, javier ",  arg
62, ESTEBAN PEREZ   ,argentino
37," Gómez,  Rodrigo   ", chilena
26,"gonzález, rodolfo ",  brasilero
41,"martínez, jonás     ",  brasilero
33,rodrigo  gonzález     ,brazil
58,"LÓPEZ, GUSTAVO   ", Brasil
43,"  ramirez, ignacio    ",  argentino   
63,"  MARTÍN, JAVIER ",--
41,   Bastian    Rodríguez ,  brasilero
35," ORONDO, THOMAS    ",  --
52,  federico fernández    ,  chileno
46,ingeniero  julian londoño   ,  chileno
37,"Contreras, Bastian     ", chilena
42,"sanchez, julian ",  arg
49,diego    castro ,argentino
29, matias mango    ,brazil
24,"Doctor Aristizabal,   Bruno ",ar
58,rodrigo  guevara    , Brasil
36,  Rodrigo Rojas  ,  chi   
59,   carlos alsina     ,  uy   
42, amaro gómez     ,  chi   
18,fidel mango   ,otros
30,   thomas gutierrez     , Uruguayo
48," marchet,   gustavo ", argentno
51,   Felipe  Gutierrez ,brasil
44,david mactas , argentno
18,   VICENTE GÓMEZ ,  chi   
51,"  ramirez,  martin ", uruguay
33, Jose Martínez    ,  brasilero
19," garcía,  santiago ",  uruguayo
52,Señor Javier   Gonzalez , argentina
29,"   ING LÓPEZ, JAVIER  ",  argentino   
27,   pablo   centenera    ,Chileno
64," Gómez, Emilio  ",  br   
59,"gonzález,    lucas ",brasil
30," GUTIERREZ, JOSE  ",argentino
32,"fernández,  julio ",--
55," MARTÍNEZ, JORGE  ",  brasilero
22,  lic.  julián  amenabar  , argentno
41,ing alexis   centenera    ,Uruguay
29,"Sánchez,    Luciano ",uy
54,"   ANTONELLO,   JULIO       ",  br   
53,"   sr. aguirre, jorge ",brazil
23,   Fidel Aristizabal ,Chileno
49,"mango, diego  ",  br   
22,"  Casullo,   Tomas ",  chi   
59,Dr.    martín   muñoz   ,  uruguayo
36,"Licastro, Maximo   ", chileno
40,PABLO   MARTÍNEZ  ,brazil
64,franco montoya     ,brazil
39,Sebastian García    ,Chileno
23,lucas fanon    , brasileño
52," SANCHEZ, BRUNO ", brasileño
51,Franco Martínez , otros
41, Dr. lucas pérez   ,uy
50,"   Nicastro, Matias   ",uy
42,Tomas  Gómez , otros
56,Juan García    ,  Otros 
47, Señor Mateo Fanon  , Brasil
26,jonás gómez , argentina
47,damian   fernández , brasileño
21, santiago   fernández ,argentino
51,ing    sebastian gonzález ,  br   
41,Vicente  García ,uy
56,"PROF. FERTUCHELLI, JONÁS  ", Brasil
65,"   Alzate, Esteban  ",otros
45,"gonzález, martín    ",  Otros 
25, Camilo   Guevara ,  chileno
44,   Martín    Martínez      , otros
48,   Señor Jonás Martínez , Brasil
59,  Nicolas Alzate  , otros
58,"Guevara,   Bruno ", chileno
48,"pérez, leandro    ", argentina
27,  matias  casullo    ,  chi   
60,   julian    rodríguez  ,ar
41,Rodrigo Marchet ,  chi   
42,  Licenciado  Néstor Fabricci ,  brasilero
58,"rodríguez, gustavo       ",argentino
33,"ing. gómez,  amaro  ",Uruguay
56,"ramirez, diego  ",  uy   
56,alexis montoya   , brasileño
56,santiago gómez ,  argentino   
64,Maximiliano Antonello  ,  argentino   
21, Victor    Mendoza    , chilena
21,   daniel licastro , chilena
63,"  González, Jorge ", argentno
51,   pablo    centenera    ,otros
64,"   prof.  amenabar, gaspar ", chileno
51,"Castro, Fidel   ",  br   
19," pérez,   juan     ", uruguay
51,"lic. londoño, eric ", otros
49," lópez,  jonás    ",ch
54,rodrigo   lópez , Brasil
49,MAXIMILIANO RODRÍGUEZ     ,Uruguay
44, angel   garcía , Brasil
