titulo,nombre,apellido,edad,nacionalidad
,Diego,Orondo,23,Chilena
,Jose,Fabricci,55,Argentina
,Camilo,Martín,23,Brasileña
,Rodolfo,Martín,59,Argentina
Dr.,Nicolas,Fertuchelli,35,Brasileña
,Carlos,Aguirre,40,Brasileña
,Agustin,Fertuchelli,20,Uruguaya
,Lucas,Rodríguez,47,Otra
,Thomas,Rodríguez,61,Argentina
,Julián,Ramirez,65,Argentina
,Javier,Amenabar,30,Chilena
,Amaro,Gómez,44,Argentina
,Julian,Mactas,19,Brasileña
,Daniel,Fertuchelli,27,Brasileña
,Maximo,López,20,Argentina
,Cristian,García,54,Argentina
,Cristian,López,40,Argentina
,Bruno,García,37,Chilena
Dr.,Gabriel,Martínez,49,Brasileña
,Carlos,Amenabar,35,Chilena
,Francisco,Centenera,42,Otra
,Pablo,González,51,Argentina
,Emilio,Sánchez,42,Argentina
,Jose,González,43,Brasileña
,Carlos,Gómez,53,Argentina
,Matias,Sánchez,33,Brasileña
,Juan,Rodríguez,18,Brasileña
,Sebastian,Rojas,22,Chilena
,Matias,Flores,50,Uruguaya
,Benjamin,Montoya,57,Argentina
,Thomas,Martínez,65,Otra
,Damian,Martínez,60,
Ing.,Alonso,Castro,53,Brasileña
,Ernesto,Gonzalez,52,Argentina
,Nicolas,Licastro,21,Chilena
,Lucas,Sánchez,19,Chilena
,Emilio,Rojas,46,Chilena
,Juan,Martínez,28,Otra
,Thomas,Martínez,62,Argentina
,Jonás,Montoya,34,Chilena
,Cristobal,Sánchez,61,Chilena
,Juan,Gonzalez,45,Uruguaya
,Benjamin,Castro,47,Brasileña
,Ignacio,Londoño,37,Argentina
Lic.,Rodolfo,González,49,Argentina
,Maximiliano,Mango,39,Uruguaya
,Matias,Viey,23,Chilena
,Carlos,Soto,52,Uruguaya
,Victor,González,43,Brasileña
,Jorge,Cardona,54,Brasileña
,Carlos,Fabricci,29,Brasileña
,Andrés,Martínez,58,Uruguaya
,Santiago,Flores,19,Uruguaya
,Felipe,García,46,Uruguaya
,Alexis,Casullo,64,Chilena
,Damian,Rivadavia,40,Chilena
,Federico,Aguirre,53,Chilena
,Cristian,Amenabar,62,Uruguaya
,Esteban,Rojas,22,Otra
,Jonás,Nicastro,59,Uruguaya
,Sebastian,Sánchez,33,Argentina
,Pablo,Mango,26,Argentina
,Santiago,Martín,40,Argentina
,David,Centenera,19,Chilena
,Alexander,Aristizabal,62,Uruguaya
Ing.,Gaspar,Sánchez,18,Chilena
,Francisco,Sacado,38,Brasileña
,Vicente,Centenera,18,Argentina
,Carlos,Contreras,47,Brasileña
,Angel,Fertuchelli,42,Chilena
,Alexis,Cardona,55,Uruguaya
,Franco,Casullo,49,
,Julián,Sánchez,45,Brasileña
,Nicolas,Pérez,35,Otra
,Damian,Amenabar,40,Argentina
,Rodolfo,Hernández,51,Chilena
,Lucas,Aguirre,54,Chilena
,Alonso,Muñoz,45,Chilena
,Luis,Fanon,58,Brasileña
,Camilo,Sánchez,35,Argentina
,Daniel,Orondo,49,Brasileña
,Abel,Rodríguez,21,Uruguaya
,Bastian,Alzate,36,Otra
,Tomas,Londoño,25,Chilena
,Martín,Fertuchelli,60,Argentina
,Jorge,Rodríguez,30,Brasileña
,Javier,Rodríguez,24,
Lic.,Ignacio,García,47,
,David,Perez,24,Chilena
Ing.,Federico,Sánchez,24,Chilena
Lic.,Fernando,Díaz,52,Otra
,Eric,Contreras,64,Chilena
,Nicolas,Alzate,31,Argentina
,Alexis,López,33,Brasileña
,Tomas,Aristizabal,28,Uruguaya
Lic.,Juan,González,22,Brasileña
,Ignacio,Castañeda,29,Otra
,Amaro,Díaz,61,Brasileña
,Daniel,Ramirez,38,Brasileña
,Santiago,Gutierrez,50,Argentina
,Luis,Castro,42,Uruguaya
Ing.,Cristian,Centenera,28,Argentina
,Francisco,Fernández,28,Chilena
Prof.,Joaquin,Fernández,27,Otra
,Martín,Gómez,30,Chilena
,Carlos,Riglos,48,Argentina
,Javier,Gonzalez,65,Brasileña
,Santiago,Martín,37,Uruguaya
,Luciano,García,60,Brasileña
,Lucas,Muñoz,63,Brasileña
,Daniel,Sánchez,65,Brasileña
,Fidel,Matas,63,Uruguaya
,Julián,Sacado,22,Chilena
Ing.,Abel,Marchet,30,Otra
,Lucas,García,51,Argentina
,Juan,Díaz,30,Uruguaya
,Luciano,Sepúlveda,60,Brasileña
,Lucas,Sepúlveda,18,Uruguaya
,Damian,Martínez,26,Uruguaya
,Cristobal,Mango,26,Uruguaya
,Carlos,Lupo,57,Argentina
,Andrés,Díaz,60,Brasileña
,Gustavo,Aguirre,44,Chilena
Lic.,Martín,Díaz,27,Chilena
Ing.,Ernesto,Fertuchelli,62,Uruguaya
,Maximo,Martínez,23,Argentina
Prof.,Carlos,Rodríguez,41,Argentina
Ing.,Jorge,Flores,65,Argentina
,Javier,Rojas,41,Brasileña
,Sebastian,Martínez,43,Uruguaya
Ing.,Angel,López,22,Brasileña
,Gaspar,Sacado,28,Argentina
,Diego,Fernández,54,Chilena
,Rodolfo,Castro,25,Uruguaya
,Damian,Pérez,51,Argentina
,Andrés,Pérez,49,Otra
,David,Alsina,53,Uruguaya
,Vicente,Lupo,32,Brasileña
,Jonás,Mango,40,Uruguaya
,Bastian,Fertuchelli,48,Argentina
,Joaquin,Aguirre,51,Brasileña
,Angel,Pérez,56,Uruguaya
,Jose,Fernández,48,Argentina
,Alexander,González,20,Brasileña
,Alonso,Castañeda,29,Uruguaya
,Luciano,Martínez,39,
,Camilo,González,40,Uruguaya
,Cristobal,Fernández,40,Brasileña
,Diego,Hernández,50,
,Emilio,Cardona,42,Otra
,Andrés,Mendoza,49,Argentina
,Néstor,Pérez,28,Chilena
,Juan,Pérez,23,Brasileña
Lic.,Jose,Rojas,40,Uruguaya
,Sebastian,Viey,27,Uruguaya
,Lucas,Montoya,41,Chilena
,Luciano,Lupo,34,Uruguaya
,Jorge,Fabricci,55,Otra
,Leandro,Fernández,51,Argentina
Lic.,Gabriel,González,61,Chilena
,Francisco,Aristizabal,31,Argentina
,Matias,Gutierrez,18,Chilena
,Pablo,Amenabar,49,Brasileña
,Daniel,Fabricci,51,Brasileña
,Santiago,Pérez,30,Chilena
,Ignacio,González,49,Chilena
,Pablo,Alzate,42,Otra
Lic.,Federico,Martínez,22,Brasileña
,Alexis,Aguirre,25,
,Julio,Rodríguez,27,Uruguaya
,Thomas,Sacado,59,Otra
,Rodrigo,Licastro,43,Uruguaya
Dr.,Mateo,Martín,52,Chilena
,Julio,Sanchez,42,Argentina
,Javier,Montoya,47,Brasileña
,Pablo,Fanon,53,Otra
,Bruno,Sepúlveda,45,Argentina
Ing.,Jorge,Rodríguez,65,Argentina
,Rodrigo,Marchet,42,Argentina
,Federico,Rivadavia,57,Brasileña
,Javier,González,53,
,Jorge,González,50,Otra
,Franco,García,26,Chilena
,Mateo,Gonzalez,42,Uruguaya
,Renato,Sánchez,65,Brasileña
,Bruno,Hernández,48,Otra
,Alexis,López,24,Argentina
,Alexis,López,23,Chilena
,Lucas,González,58,Argentina
,Vicente,Rodríguez,44,Otra
Lic.,Diego,Fernández,57,Brasileña
,Javier,Guevara,44,Brasileña
,Cristobal,Rodríguez,63,Argentina
,Agustin,Sánchez,25,Argentina
,Abel,Muñoz,44,
,Sebastian,González,48,Uruguaya
,Vicente,Mactas,40,Otra
,Rodrigo,Castro,40,Argentina
Lic.,Gaspar,Pérez,58,Uruguaya
,Jose,Londoño,21,Argentina
,Benjamin,Silva,41,Brasileña
,Agustin,López,58,Chilena
,Franco,Londoño,27,Uruguaya
Lic.,Cristobal,Pérez,43,Brasileña
,Abel,Fernández,36,Uruguaya
,Martín,Alsina,65,
,Maximo,González,28,Chilena
,Julian,Castañeda,58,Otra
,Francisco,Marchet,26,
,Jorge,Montoya,23,Brasileña
,Fidel,Sánchez,47,Argentina
,Cristobal,Centenera,28,Uruguaya
,Gustavo,Martínez,23,Uruguaya
,Julio,Guevara,25,Uruguaya
,Pablo,Rodríguez,40,Argentina
,Alexander,García,64,Uruguaya
,Thomas,Fanon,64,Chilena
,Gaspar,Lupo,46,Otra
,Felipe,Centenera,64,Brasileña
,Gabriel,Nicastro,55,Brasileña
Prof.,Thomas,Gómez,34,Uruguaya
,Sebastian,Amenabar,22,Brasileña
,Franco,Ramirez,65,Uruguaya
,Gustavo,Gómez,56,Brasileña
,Leandro,Gutierrez,49,Argentina
,Julian,Mendoza,64,Chilena
,Gabriel,García,59,Chilena
,Emilio,Rodríguez,26,Brasileña
,Abel,Martínez,31,Otra
Ing.,Cristobal,Flores,23,Chilena
,Victor,Perez,56,Otra
,Jose,Gutierrez,18,Uruguaya
,Alonso,García,51,Uruguaya
,Alexis,Díaz,23,Otra
,Pablo,Contreras,44,Argentina
Dr.,Juan,Pérez,40,Uruguaya
,Daniel,Perez,37,Argentina
,Bastian,Fanon,32,Uruguaya
Dr.,Sebastian,Gómez,39,Argentina
Lic.,Nicolas,Mango,57,Chilena
,Diego,García,47,Argentina
Ing.,Tomas,Silva,51,Uruguaya
,Esteban,Guevara,21,Uruguaya
Lic.,Joaquin,Martínez,47,Chilena
,Martin,Riglos,23,Argentina
,Juan,Casullo,34,Otra
,Lucas,Alsina,39,Uruguaya
,Abel,Martínez,20,Chilena
Dr.,Gustavo,Londoño,65,Chilena
,Gaspar,Amenabar,56,Brasileña
Dr.,Cristobal,Fertuchelli,35,Uruguaya
,Julio,Centenera,19,
,Martin,López,48,Argentina
,Esteban,Pérez,29,Otra
,Jose,González,35,Otra
Lic.,Federico,Muñoz,25,Otra
,Emilio,Sánchez,30,
,Gustavo,Aguirre,38,Argentina
,Javier,Montoya,51,Uruguaya
,Gaspar,Rodríguez,63,Otra
,Julio,Díaz,42,Chilena
Lic.,Jose,Fabricci,54,Uruguaya
,Angel,García,62,Uruguaya
,Tomas,Amenabar,59,Chilena
,Rodolfo,Martín,49,Otra
Lic.,Lucas,Fernández,35,Uruguaya
Dr.,Benjamin,Gómez,61,Chilena
Lic.,Alonso,Rodríguez,64,Otra
,Amaro,Hernández,21,Chilena
,Damian,Sánchez,64,Otra
,Jonás,Contreras,57,Uruguaya
,Francisco,Alsina,20,Uruguaya
,Sebastian,Pérez,50,Brasileña
,Santiago,Sepúlveda,40,Otra
,Jose,Mactas,44,Uruguaya
,Benjamin,Licastro,35,Brasileña
,Lucas,Rivadavia,59,Uruguaya
,Benjamin,López,49,Brasileña
,David,González,55,Otra
,Carlos,Perez,21,Uruguaya
,Abel,Silva,20,Chilena
,Rodrigo,Gómez,52,Uruguaya
,Rodrigo,Hernández,27,Argentina
,Santiago,Martínez,43,Chilena
,Carlos,Martín,23,Brasileña
,Agustin,Alzate,43,Otra
,Jonás,Rodríguez,53,Chilena
,Renato,Gómez,27,Brasileña
,Vicente,Pérez,55,Uruguaya
,Federico,Antonello,40,Argentina
,Cristian,Castañeda,44,Brasileña
,Leandro,Montoya,53,Chilena
,Leandro,Licastro,38,Chilena
,Abel,González,41,Chilena
,Ignacio,González,39,Otra
Ing.,Santiago,Amenabar,31,Chilena
,Juan,Rodríguez,18,Argentina
Lic.,Daniel,García,27,Brasileña
,Nicolas,Sacado,35,Uruguaya
,Martin,García,29,Chilena
,Sebastian,Riglos,20,Uruguaya
,Mateo,Casullo,49,Chilena
,Javier,Díaz,24,Argentina
Lic.,Matias,Aguirre,57,Uruguaya
,Carlos,Gutierrez,29,Chilena
,Jorge,García,41,Otra
,Diego,Rodríguez,19,Uruguaya
,Pablo,Mactas,52,Uruguaya
Lic.,Bruno,Castro,45,Uruguaya
,Carlos,Centenera,59,Uruguaya
,Fidel,Marchet,40,Chilena
,Maximo,Fernández,23,Argentina
,Gaspar,López,20,Chilena
,Julián,Martínez,51,Brasileña
,Angel,Matas,25,Uruguaya
,Jose,Mendoza,22,Brasileña
,Gabriel,Perez,35,Argentina
Lic.,Martín,Casullo,63,
,Eric,Rodríguez,61,Uruguaya
Ing.,Cristobal,López,30,Chilena
,Thomas,Cardona,27,Uruguaya
,Alexis,Ramirez,22,Uruguaya
,Fernando,Ramirez,60,Otra
,Julio,Rodríguez,32,Brasileña
Ing.,Lucas,López,63,Chilena
,Gaspar,Pérez,56,Chilena
,Lucas,Pérez,50,
,Luis,López,31,
,Maximiliano,Montoya,58,Brasileña
,Angel,Riglos,51,Brasileña
,Pablo,Sacado,45,Otra
,Mateo,Flores,30,Uruguaya
,Esteban,Aguirre,56,Chilena
,Federico,Fertuchelli,27,
,Angel,Rivadavia,50,Argentina
,Martín,Sánchez,24,Brasileña
,Gaspar,Mendoza,32,Brasileña
,Emilio,Martínez,56,Uruguaya
,Vicente,Alsina,18,
,Alexis,Contreras,33,Argentina
,Carlos,Castro,61,Brasileña
Ing.,Matias,Gonzalez,56,Argentina
,Alonso,Castro,59,Chilena
,Franco,Martínez,37,Argentina
,Francisco,Pérez,28,Uruguaya
,Bruno,Sepúlveda,65,Argentina
,Felipe,Fernández,54,Uruguaya
,Martin,Rodríguez,46,Brasileña
Dr.,Sebastian,Castro,29,Brasileña
Prof.,Andrés,Mendoza,35,Argentina
,Abel,Sacado,48,Argentina
,Joaquin,Silva,26,
,Alexander,Pérez,53,Uruguaya
,Camilo,González,44,Argentina
,Cristobal,Mendoza,64,Chilena
,Maximo,Centenera,43,Otra
,Jorge,Flores,48,Chilena
,Gaspar,Gómez,23,Argentina
,Damian,Aguirre,19,Argentina
,Carlos,Martínez,31,Chilena
,Juan,Viey,39,
,Jorge,Riglos,26,Uruguaya
,Jonás,Silva,22,Chilena
,Maximo,Aguirre,61,Chilena
,Néstor,Fertuchelli,38,Uruguaya
Lic.,Emilio,Flores,59,Uruguaya
Ing.,Jose,Nicastro,36,Chilena
Lic.,Mateo,Gómez,26,Chilena
Ing.,Camilo,Rodríguez,61,Uruguaya
,Gaspar,Sánchez,34,Uruguaya
,Amaro,Sacado,23,Chilena
,Sebastian,Fertuchelli,26,Argentina
,Federico,Martín,29,Chilena
,Santiago,Marchet,41,Argentina
,Julián,Mactas,33,Argentina
,Camilo,Fabricci,47,Brasileña
,Martín,Rodríguez,56,Otra
,Joaquin,Fernández,36,Argentina
,Gabriel,Nicastro,30,Brasileña
,Damian,Lupo,58,Chilena
,Javier,Aristizabal,29,Argentina
,Juan,Mendoza,62,Otra
Ing.,Néstor,Muñoz,40,Otra
,Federico,Marchet,36,Brasileña
,Damian,Fabricci,44,Otra
,Angel,Martín,53,Uruguaya
,David,González,51,Uruguaya
,Matias,Amenabar,39,Argentina
Prof.,Luis,Aguirre,36,Argentina
,Julián,Rodríguez,35,Uruguaya
,Eric,Rojas,51,Uruguaya
,Javier,López,37,Brasileña
,David,Castañeda,25,Uruguaya
Ing.,Diego,Cardona,34,Uruguaya
,Maximiliano,Matas,53,
,Jose,Díaz,59,Argentina
,Carlos,Sepúlveda,60,Argentina
,Jose,Aguirre,24,Brasileña
,Cristian,Sánchez,57,Chilena
,Bastian,Martínez,26,Chilena
,Felipe,Licastro,59,Uruguaya
,Renato,Sánchez,32,Argentina
Lic.,Sebastian,Sánchez,34,Chilena
Dr.,Jose,Gonzalez,22,Brasileña
Lic.,Vicente,Fabricci,55,Uruguaya
Dr.,Nicolas,López,47,
,Martin,Fertuchelli,22,Uruguaya
,Emilio,Fernández,49,Otra
,Alexander,Fernández,61,Argentina
,Fernando,Aguirre,63,Brasileña
,Amaro,García,47,Brasileña
,Juan,Licastro,24,Uruguaya
,Luciano,Amenabar,19,Brasileña
,Emilio,Ramirez,50,
,Matias,Fabricci,61,Argentina
,Emilio,Silva,35,Brasileña
,Pablo,Fernández,19,Chilena
,Jose,Mendoza,64,Uruguaya
,Matias,Flores,56,Chilena
,Bruno,Martínez,58,Brasileña
,Gustavo,Rivadavia,19,Otra
,Javier,Casullo,38,Chilena
Ing.,Pablo,Aristizabal,26,Chilena
,Abel,Muñoz,24,Brasileña
,Francisco,Gutierrez,25,Argentina
,Francisco,Martín,52,Uruguaya
,Daniel,García,49,Uruguaya
,Francisco,Pérez,59,Chilena
,Sebastian,Castro,57,Brasileña
,Jose,Fertuchelli,45,Argentina
,Amaro,Fernández,25,Otra
,Santiago,Rodríguez,42,Uruguaya
,Sebastian,Rodríguez,36,Brasileña
Lic.,David,Mactas,38,Chilena
,Maximiliano,García,59,Argentina
,Julian,Marchet,26,Argentina
Lic.,Javier,García,20,Brasileña
,Ignacio,Casullo,41,Chilena
,Jose,Díaz,50,Brasileña
Lic.,Martín,Cardona,36,Otra
Dr.,Julián,Pérez,19,Uruguaya
,Rodolfo,González,36,Chilena
,Fidel,Pérez,55,Uruguaya
,Jonás,López,30,Uruguaya
Dr.,Franco,Martín,47,Argentina
,Joaquin,Martínez,49,Chilena
,Cristobal,Lupo,21,Brasileña
,Gustavo,García,19,
,Eric,González,52,Uruguaya
,Camilo,Sacado,41,Brasileña
,Martin,Pérez,39,
,Gustavo,López,58,Brasileña
Ing.,Leandro,Pérez,31,Argentina
,Sebastian,García,47,Argentina
,Lucas,Silva,53,Brasileña
,Jonás,González,19,Chilena
,Julio,López,18,Argentina
,Lucas,Gonzalez,43,Otra
,Sebastian,Soto,20,Chilena
,Rodolfo,Gutierrez,27,Chilena
,Renato,Centenera,27,Otra
Lic.,Emilio,Nicastro,38,Argentina
,Andrés,Gómez,43,Brasileña
,Juan,Fanon,56,Argentina
Dr.,Martin,Castañeda,29,Argentina
,Maximiliano,Pérez,20,Brasileña
,Luis,Perez,21,Argentina
,Matias,Fernández,34,Uruguaya
,Cristobal,Castro,46,Uruguaya
,Juan,Rojas,41,Chilena
,Ernesto,Sánchez,55,Argentina
,Bastian,Rodríguez,19,Otra
,Amaro,Guevara,64,Uruguaya
,Néstor,García,28,Chilena
,Matias,Martínez,45,Uruguaya
,Mateo,Flores,51,Chilena
,Alonso,Perez,22,Argentina
Dr.,Amaro,López,26,Argentina
,Gabriel,Alzate,65,Chilena
,Jose,Antonello,40,Brasileña
,Bruno,Martínez,58,Chilena
,Bastian,Antonello,36,Uruguaya
,Julian,Sánchez,59,Brasileña
,Julio,Gómez,53,Otra
,Leandro,García,58,Argentina
,Benjamin,Fernández,63,Chilena
,Cristian,Matas,53,Chilena
,Nicolas,Licastro,52,Chilena
,Bruno,Rodríguez,42,Chilena
,Alexis,Sepúlveda,58,Chilena
,Sebastian,Sanchez,63,Argentina
,Damian,Centenera,36,Uruguaya
,Rodolfo,Antonello,31,Brasileña
,Gustavo,Martínez,32,Uruguaya
,Luciano,Alsina,39,Uruguaya
,Lucas,Mactas,35,Argentina
,Nicolas,Flores,25,Argentina
,Julio,Díaz,47,Argentina
,Francisco,Alzate,36,Uruguaya
,Gaspar,Pérez,56,
,Lucas,Pérez,53,Uruguaya
,David,Sánchez,27,Uruguaya
Dr.,Bruno,Licastro,44,Otra
,Diego,Sánchez,51,Brasileña
,Ernesto,Riglos,47,Chilena
,Tomas,López,18,Argentina
Dr.,Bruno,Gómez,32,Uruguaya
,Carlos,Hernández,31,Argentina
,Camilo,Mango,38,
,Juan,Cardona,22,Chilena
,Juan,Sacado,41,Brasileña
,Carlos,Ramirez,35,Argentina
,Jorge,Fanon,32,Chilena
,Martin,Sepúlveda,34,Brasileña
,Maximo,Rodríguez,21,Uruguaya
,Juan,Martínez,60,Argentina
,Santiago,González,63,Otra
Ing.,Mateo,Martínez,57,Brasileña
,Gabriel,González,27,Uruguaya
,Pablo,Gómez,36,Uruguaya
Dr.,Francisco,Viey,33,Uruguaya
,Jose,Matas,22,Uruguaya
,Joaquin,Fabricci,34,Brasileña
,Maximo,Mango,52,Brasileña
,Sebastian,Alzate,53,Otra
,Julián,Rodríguez,47,Chilena
,Leandro,Londoño,39,Brasileña
,Juan,Mendoza,61,Uruguaya
,Nicolas,Casullo,33,Argentina
,Esteban,García,51,Uruguaya
,Rodolfo,Sánchez,33,Argentina
,Alonso,Contreras,61,Uruguaya
,Julián,Soto,31,Uruguaya
,Francisco,Fertuchelli,61,Chilena
,Emilio,Contreras,29,Uruguaya
,Rodrigo,Martínez,44,Brasileña
,Amaro,García,41,Argentina
,Pablo,Alsina,23,Otra
,Rodolfo,Pérez,37,Otra
,Camilo,Rivadavia,48,
,Thomas,Muñoz,62,Argentina
,Amaro,Contreras,22,Chilena
,Fernando,Centenera,32,Brasileña
,Jorge,Castañeda,56,Argentina
Lic.,Pablo,Sánchez,48,Argentina
,Gaspar,Fernández,41,Chilena
,Juan,López,55,Brasileña
,Juan,García,54,Uruguaya
,Sebastian,Centenera,36,Argentina
,Esteban,Montoya,49,Brasileña
,Nicolas,Sepúlveda,18,Argentina
Dr.,Cristobal,Sepúlveda,31,Chilena
,Néstor,Martínez,39,Chilena
,Fidel,Londoño,27,Argentina
,Maximiliano,Amenabar,50,Chilena
,Martín,Alzate,65,Otra
,Juan,Lupo,18,Uruguaya
,Cristobal,Gómez,62,Uruguaya
,Eric,García,65,Brasileña
,Thomas,Ramirez,49,Uruguaya
,Juan,Contreras,19,Chilena
,Ernesto,Rivadavia,43,Uruguaya
,Victor,Gonzalez,51,Otra
,Julián,Martínez,36,Argentina
,Jonás,Perez,53,Brasileña
,David,González,28,Brasileña
,Benjamin,Licastro,64,Chilena
,Pablo,Rodríguez,21,Chilena
,Juan,Martínez,37,Uruguaya
,Renato,Martínez,53,Chilena
Lic.,Agustin,Muñoz,40,Brasileña
Lic.,Fernando,González,37,Argentina
Lic.,Pablo,Gómez,32,Uruguaya
Lic.,Esteban,Sánchez,35,Chilena
,Jose,Gómez,22,Argentina
,Damian,Hernández,59,Uruguaya
,Matias,Hernández,53,Brasileña
,Agustin,Sánchez,22,Argentina
,Javier,Riglos,32,Chilena
,Andrés,Centenera,35,Chilena
,Mateo,Montoya,20,Uruguaya
,Benjamin,Gómez,54,Argentina
,Damian,Castro,43,Argentina
,Damian,Díaz,56,Argentina
Lic.,Ignacio,González,28,Brasileña
,Eric,López,40,Uruguaya
Lic.,Martin,Fabricci,29,Argentina
,Vicente,Mactas,43,Argentina
,Sebastian,Rivadavia,62,Otra
,Jose,Mango,46,Argentina
,Renato,Hernández,62,Otra
,Julian,García,40,Uruguaya
,Camilo,Londoño,63,
,Luis,Martínez,26,Brasileña
Dr.,Renato,Fanon,33,Argentina
,Juan,Rodríguez,24,Brasileña
,Victor,Muñoz,50,
,Federico,Riglos,49,Uruguaya
Lic.,Angel,López,25,
,Jose,Soto,61,Argentina
,Esteban,Centenera,21,Brasileña
,Camilo,Martínez,61,Brasileña
,Camilo,Matas,65,Argentina
,Cristian,Rivadavia,53,Chilena
,Angel,Nicastro,32,Uruguaya
Lic.,Andrés,Orondo,26,Uruguaya
,Damian,González,29,Argentina
,Andrés,Mango,56,Uruguaya
,Matias,García,20,Chilena
,Martin,Licastro,51,Brasileña
,Gabriel,Nicastro,22,Argentina
,Cristian,Riglos,24,Otra
,Fernando,Martínez,37,Argentina
,Daniel,Fanon,27,Argentina
Dr.,Esteban,Rivadavia,25,
,Pablo,Pérez,52,Chilena
Lic.,Jose,Gómez,63,Argentina
,Gabriel,López,34,Brasileña
,Alonso,Martínez,55,Uruguaya
,Gabriel,Sacado,55,Uruguaya
,Rodrigo,López,23,Otra
,Lucas,Martínez,39,Argentina
,Jorge,Alzate,21,Brasileña
,Alexis,Martínez,47,Uruguaya
,Sebastian,Guevara,35,Uruguaya
,Lucas,Rodríguez,39,Chilena
,Gustavo,Rodríguez,47,Otra
,Julio,Sánchez,46,Brasileña
,Damian,Antonello,43,Brasileña
Ing.,Ernesto,Silva,58,Uruguaya
Lic.,Sebastian,Montoya,18,Chilena
Ing.,Cristobal,Amenabar,28,Otra
,Ignacio,Martínez,58,Chilena
,Benjamin,Pérez,20,Otra
,Andrés,Martín,55,Chilena
,Victor,Muñoz,43,
,Carlos,Guevara,21,Uruguaya
Dr.,Emilio,Rodríguez,21,Chilena
,Thomas,Riglos,35,Uruguaya
,Bastian,Gómez,18,Chilena
,Lucas,Rivadavia,56,Uruguaya
Ing.,Pablo,Fernández,18,Chilena
,Carlos,Sanchez,51,Argentina
,Fernando,Gómez,25,Brasileña
,Gaspar,Nicastro,27,Brasileña
,Agustin,Sánchez,60,Argentina
Dr.,Franco,Sánchez,48,
,Benjamin,Londoño,19,Brasileña
,Bruno,Aristizabal,30,Chilena
,Franco,Alsina,23,Brasileña
,Federico,Martínez,30,
,Matias,Alzate,33,Brasileña
,Tomas,Martín,30,Otra
,Fidel,Centenera,54,Otra
,Lucas,Orondo,38,Otra
,Alexis,Aguirre,38,Uruguaya
,Vicente,Martínez,23,Brasileña
,Juan,Nicastro,42,Chilena
,Rodolfo,Antonello,49,Brasileña
Lic.,Agustin,Nicastro,22,Argentina
,Bruno,Muñoz,64,Brasileña
Lic.,Pablo,Mango,40,Uruguaya
,Ernesto,Aguirre,44,Brasileña
Dr.,Rodrigo,Pérez,39,Argentina
,Maximiliano,Perez,55,Otra
,Julio,Casullo,54,Argentina
,Néstor,Rodríguez,35,Argentina
Dr.,Sebastian,Fertuchelli,48,Uruguaya
,Juan,González,21,Brasileña
,Gabriel,Rodríguez,42,Argentina
,Emilio,Martín,59,Brasileña
,Amaro,Casullo,59,Argentina
,Julio,Nicastro,35,Uruguaya
,Andrés,Rodríguez,23,
,Maximiliano,Lupo,63,Uruguaya
,Rodolfo,Flores,33,Argentina
,Fidel,Rodríguez,41,Brasileña
,Carlos,García,40,Brasileña
Dr.,Javier,Guevara,45,Chilena
,Bastian,Díaz,26,Otra
,Vicente,Perez,57,Uruguaya
,Sebastian,Fanon,50,Chilena
,Vicente,Gonzalez,45,Uruguaya
,Jonás,Guevara,22,Uruguaya
,Federico,Rodríguez,56,Chilena
Lic.,Sebastian,Casullo,39,Argentina
,Pablo,Pérez,63,Chilena
,Santiago,Contreras,32,Brasileña
,Julio,Flores,18,Brasileña
,Jose,Pérez,54,Brasileña
,Thomas,Aristizabal,41,Chilena
,Julio,García,62,Argentina
,Vicente,Sacado,24,Brasileña
,Thomas,Sánchez,43,Brasileña
Lic.,Tomas,Londoño,62,Uruguaya
,Fidel,Montoya,25,Otra
,Julian,Gómez,21,Brasileña
,Agustin,Fernández,46,Uruguaya
Ing.,Agustin,Martínez,60,Otra
,Angel,Aguirre,61,Otra
,Jose,Martínez,41,Brasileña
,Julian,Fernández,47,Argentina
Ing.,Franco,Marchet,34,Argentina
,Matias,Riglos,24,Argentina
Lic.,Carlos,Matas,52,
,Julian,Rodríguez,30,Chilena
Ing.,Ernesto,Mactas,52,Argentina
Dr.,Luciano,González,57,Otra
,Mateo,Marchet,60,Chilena
,Matias,González,24,Uruguaya
,Juan,Díaz,49,Argentina
,Camilo,Martínez,56,Argentina
,Daniel,Aristizabal,46,Chilena
,Bastian,Cardona,49,Uruguaya
Ing.,Cristian,Muñoz,47,Uruguaya
,Victor,Gómez,51,Brasileña
Dr.,Vicente,Gómez,26,Chilena
,Javier,Centenera,39,Otra
,Francisco,Rojas,60,Brasileña
Lic.,Javier,González,23,Chilena
,Francisco,Nicastro,52,Uruguaya
,Rodolfo,Sacado,35,Chilena
,Matias,González,41,Otra
,Alexis,Rodríguez,19,Otra
,Jorge,Pérez,63,Argentina
,Cristian,Mango,65,Uruguaya
,Daniel,Gutierrez,41,Uruguaya
,Sebastian,Gómez,38,Chilena
,Cristian,Marchet,31,Brasileña
Dr.,Juan,Gómez,49,Argentina
,Julio,Casullo,64,Uruguaya
,Cristian,Gonzalez,32,Brasileña
Lic.,Néstor,Sánchez,54,Otra
,Carlos,Perez,55,Uruguaya
,Matias,Flores,59,Chilena
,Luis,Pérez,42,Argentina
,Tomas,Matas,24,Chilena
,Maximo,Nicastro,22,Argentina
,Sebastian,Castañeda,58,Uruguaya
,Ignacio,Martínez,65,Chilena
,Alexis,Gómez,55,Uruguaya
